"id","class","order","family","genus","species","commonNameEnglish"
300,"Mammalia","Rodentia","Muridae","Arvicanthis","abyssinicus","Abyssinian Grass Rat"
301,"Mammalia","Rodentia","Muridae","Arvicanthis","ansorgei","Sudanian Arvicanthis"
302,"Mammalia","Rodentia","Muridae","Arvicanthis","blicki","Blick's Grass Rat"
303,"Mammalia","Rodentia","Muridae","Arvicanthis","nairobae","Nairobi Grass Rat"
304,"Mammalia","Rodentia","Muridae","Arvicanthis","neumanni","Neumann's Arvicanthis"
305,"Mammalia","Rodentia","Muridae","Arvicanthis","niloticus","African Grass Rat"
306,"Mammalia","Rodentia","Muridae","Arvicanthis","rufinus","Guinean Arvicanthis"
307,"Mammalia","Rodentia","Cricetidae","Arvicola","amphibius","European Water Vole"
308,"Mammalia","Rodentia","Cricetidae","Arvicola","sapidus","Southern Water Vole"
309,"Mammalia","Rodentia","Cricetidae","Arvicola","scherman","Montane Water Vole"
310,"Mammalia","Chiroptera","Hipposideridae","Asellia","arabica","Arabian Trident Bat"
311,"Mammalia","Chiroptera","Hipposideridae","Asellia","italosomalica","Somalian Trident Bat"
312,"Mammalia","Chiroptera","Hipposideridae","Asellia","patrizii","Patrizi's Trident Leaf-nosed Bat"
313,"Mammalia","Chiroptera","Hipposideridae","Asellia","tridens","Geoffroy's Trident Leaf-nosed Bat"
17456,"Mammalia","Carnivora","Viverridae","Arctictis",NA,NA
314,"Mammalia","Chiroptera","Hipposideridae","Aselliscus","stoliczkanus","Stoliczka's Asian Trident Bat"
315,"Mammalia","Chiroptera","Hipposideridae","Aselliscus","tricuspidatus","Trident Leaf-nosed Bat"
316,"Mammalia","Eulipotyphla","Erinaceidae","Atelerix","albiventris","Four-toed Hedgehog"
317,"Mammalia","Eulipotyphla","Erinaceidae","Atelerix","algirus","North African Hedgehog"
318,"Mammalia","Eulipotyphla","Erinaceidae","Atelerix","frontalis","Southern African Hedgehog"
319,"Mammalia","Eulipotyphla","Erinaceidae","Atelerix","sclateri","Somali Hedgehog"
320,"Mammalia","Primates","Atelidae","Ateles","belzebuth","White-bellied Spider Monkey"
321,"Mammalia","Primates","Atelidae","Ateles","chamek","Black-faced Black Spider Monkey"
322,"Mammalia","Primates","Atelidae","Ateles","fusciceps","Brown-headed Spider Monkey"
323,"Mammalia","Primates","Atelidae","Ateles","geoffroyi","Geoffroy's Spider Monkey"
324,"Mammalia","Primates","Atelidae","Ateles","hybridus","Variegated Spider Monkey"
325,"Mammalia","Primates","Atelidae","Ateles","marginatus","White-cheeked Spider Monkey"
326,"Mammalia","Primates","Atelidae","Ateles","paniscus","Guiana Spider Monkey"
327,"Mammalia","Carnivora","Canidae","Atelocynus","microtis","Short-eared Dog"
328,"Mammalia","Rodentia","Hystricidae","Atherurus","africanus","African Brush-tailed Porcupine"
329,"Mammalia","Rodentia","Hystricidae","Atherurus","macrourus","Asiatic Brush-tailed Porcupine"
330,"Mammalia","Carnivora","Herpestidae","Atilax","paludinosus","Marsh Mongoose"
331,"Mammalia","Rodentia","Sciuridae","Atlantoxerus","getulus","Barbary Ground Squirrel"
332,"Mammalia","Eulipotyphla","Solenodontidae","Atopogale","cubana","Cuban Solenodon"
333,"Mammalia","Rodentia","Cricetidae","Auliscomys","boliviensis","Bolivian Big-eared Mouse"
334,"Mammalia","Rodentia","Cricetidae","Auliscomys","pictus","Painted Big-eared Mouse"
335,"Mammalia","Rodentia","Cricetidae","Auliscomys","sublimis","Andean Big-eared Mouse"
336,"Mammalia","Chiroptera","Molossidae","Austronomus","australis","White-striped Free-tailed Bat"
337,"Mammalia","Chiroptera","Molossidae","Austronomus","kuboriensis","New Guinea Free-tailed Bat"
338,"Mammalia","Primates","Indriidae","Avahi","betsileo","Betsileo Woolly Lemur"
339,"Mammalia","Primates","Indriidae","Avahi","cleesei","Bemaraha Woolly Lemur"
340,"Mammalia","Primates","Indriidae","Avahi","laniger","Eastern Woolly Lemur"
341,"Mammalia","Primates","Indriidae","Avahi","meridionalis","Southern Woolly Lemur"
342,"Mammalia","Primates","Indriidae","Avahi","mooreorum","Moore's Woolly Lemur"
343,"Mammalia","Primates","Indriidae","Avahi","occidentalis","Lorenz Von Liburnau's Woolly Lemur"
344,"Mammalia","Primates","Indriidae","Avahi","peyrierasi","Peyrieras' Woolly Lemur"
345,"Mammalia","Primates","Indriidae","Avahi","ramanantsoavanai","Ramantsoavana's Southern Woolly Lemur"
346,"Mammalia","Primates","Indriidae","Avahi","unicolor","Sambirano Woolly Lemur"
347,"Mammalia","Cetartiodactyla","Cervidae","Axis","axis","Chital"
348,"Mammalia","Cetartiodactyla","Cervidae","Axis","calamianensis","Calamian Deer"
349,"Mammalia","Cetartiodactyla","Cervidae","Axis","kuhlii","Bawean Deer"
350,"Mammalia","Cetartiodactyla","Cervidae","Axis","porcinus","Hog Deer"
351,"Mammalia","Cetartiodactyla","Suidae","Babyrousa","babyrussa","Hairy Babirusa"
352,"Mammalia","Cetartiodactyla","Suidae","Babyrousa","celebensis","Sulawesi Babirusa"
353,"Mammalia","Cetartiodactyla","Suidae","Babyrousa","togeanensis","Togian Islands Babirusa"
354,"Mammalia","Rodentia","Cricetidae","Baiomys","musculus","Southern Pygmy Mouse"
355,"Mammalia","Rodentia","Cricetidae","Baiomys","taylori","Northern Pygmy Mouse"
356,"Mammalia","Rodentia","Muridae","Baiyankamys","habbema","Mountain Water Rat"
357,"Mammalia","Rodentia","Muridae","Baiyankamys","shawmayeri","Shaw Mayer's Water Rat"
358,"Mammalia","Cetartiodactyla","Balaenidae","Balaena","mysticetus","Bowhead Whale"
359,"Mammalia","Cetartiodactyla","Balaenopteridae","Balaenoptera","acutorostrata","(Common) Minke Whale"
360,"Mammalia","Cetartiodactyla","Balaenopteridae","Balaenoptera","bonaerensis","Antarctic Minke Whale"
361,"Mammalia","Cetartiodactyla","Balaenopteridae","Balaenoptera","borealis","Sei Whale"
362,"Mammalia","Cetartiodactyla","Balaenopteridae","Balaenoptera","edeni","Bryde's Whale"
363,"Mammalia","Cetartiodactyla","Balaenopteridae","Balaenoptera","musculus","Blue Whale"
364,"Mammalia","Cetartiodactyla","Balaenopteridae","Balaenoptera","omurai","Omura's Whale"
365,"Mammalia","Cetartiodactyla","Balaenopteridae","Balaenoptera","physalus","Fin Whale"
366,"Mammalia","Chiroptera","Emballonuridae","Balantiopteryx","infusca","Ecuadorian Sac-winged Bat"
367,"Mammalia","Chiroptera","Emballonuridae","Balantiopteryx","io","Thomas's Sac-winged Bat"
368,"Mammalia","Chiroptera","Emballonuridae","Balantiopteryx","plicata","Gray Sac-winged Bat"
369,"Mammalia","Chiroptera","Pteropodidae","Balionycteris","maculata","Spotted-winged Fruit Bat"
370,"Mammalia","Rodentia","Muridae","Bandicota","bengalensis","Lesser Bandicoot Rat"
371,"Mammalia","Rodentia","Muridae","Bandicota","indica","Greater Bandicoot Rat"
372,"Mammalia","Rodentia","Muridae","Bandicota","savilei","Savile's Bandicoot Rat"
373,"Mammalia","Chiroptera","Vespertilionidae","Barbastella","barbastellus","Western Barbastelle"
374,"Mammalia","Chiroptera","Vespertilionidae","Barbastella","leucomelas","Eastern Barbastelle"
375,"Mammalia","Carnivora","Procyonidae","Bassaricyon","alleni","Eastern Lowland Olingo"
376,"Mammalia","Carnivora","Procyonidae","Bassaricyon","gabbii","Northern Olingo"
377,"Mammalia","Carnivora","Procyonidae","Bassaricyon","medius","Western Lowland Olingo"
378,"Mammalia","Carnivora","Procyonidae","Bassaricyon","neblina","Olinguito"
379,"Mammalia","Carnivora","Procyonidae","Bassariscus","astutus","Ringtail"
380,"Mammalia","Carnivora","Procyonidae","Bassariscus","sumichrasti","Cacomistle"
381,"Mammalia","Rodentia","Bathyergidae","Bathyergus","janetta","Namaqua Dune Mole Rat"
382,"Mammalia","Rodentia","Bathyergidae","Bathyergus","suillus","Cape Dune Mole Rat"
383,"Mammalia","Rodentia","Muridae","Batomys","dentatus","Large-toothed Batomys"
384,"Mammalia","Rodentia","Muridae","Batomys","granti","Cordillera Hairy Tailed Rat"
385,"Mammalia","Rodentia","Muridae","Batomys","hamiguitan","Hamiguitan Hairy-Tailed Rat"
386,"Mammalia","Rodentia","Muridae","Batomys","russatus","Russet Batomys"
387,"Mammalia","Rodentia","Muridae","Batomys","salomonseni","Mindanao Batomys"
388,"Mammalia","Rodentia","Muridae","Batomys","uragon","Mt. Isarog Hairy-tailed Rat"
389,"Mammalia","Chiroptera","Vespertilionidae","Bauerus","dubiaquercus","Van Gelder's Bat"
390,"Mammalia","Carnivora","Herpestidae","Bdeogale","crassicauda","Bushy-tailed Mongoose"
391,"Mammalia","Carnivora","Herpestidae","Bdeogale","jacksoni","Jackson's Mongoose"
392,"Mammalia","Carnivora","Herpestidae","Bdeogale","nigripes","Black-legged Mongoose"
393,"Mammalia","Carnivora","Herpestidae","Bdeogale","omnivora","Sokoke Dog Mongoose"
394,"Mammalia","Rodentia","Nesomyidae","Beamys","hindei","Long-tailed Pouched Rat"
395,"Mammalia","Cetartiodactyla","Bovidae","Beatragus","hunteri","Hirola"
396,"Mammalia","Rodentia","Sciuridae","Belomys","pearsonii","Hairy-footed Flying Squirrel"
17457,"Mammalia","Primates","Lorisidae","Arctocebus",NA,NA
397,"Mammalia","Cetartiodactyla","Ziphiidae","Berardius","arnuxii","Arnoux's Beaked Whale"
398,"Mammalia","Cetartiodactyla","Ziphiidae","Berardius","bairdii","Baird's Beaked Whale"
399,"Mammalia","Rodentia","Muridae","Berylmys","berdmorei","Berdmore's Berylmys"
400,"Mammalia","Rodentia","Muridae","Berylmys","bowersi","Bower's White-toothed Rat"
401,"Mammalia","Rodentia","Muridae","Berylmys","mackenziei","Kenneth's White-toothed Rat"
402,"Mammalia","Rodentia","Muridae","Berylmys","manipulus","Manipur White-toothed Rat"
403,"Mammalia","Diprotodontia","Potoroidae","Bettongia","anhydra","Desert Bettong"
404,"Mammalia","Diprotodontia","Potoroidae","Bettongia","gaimardi","Tasmanian Bettong"
405,"Mammalia","Diprotodontia","Potoroidae","Bettongia","lesueur","Burrowing Bettong"
406,"Mammalia","Diprotodontia","Potoroidae","Bettongia","penicillata","Woylie"
407,"Mammalia","Diprotodontia","Potoroidae","Bettongia","pusilla","Nullarbor Dwarf Bettong"
408,"Mammalia","Diprotodontia","Potoroidae","Bettongia","tropica","Northern Bettong"
409,"Mammalia","Rodentia","Cricetidae","Bibimys","chacoensis","Chaco Crimson-nosed Rat"
410,"Mammalia","Rodentia","Cricetidae","Bibimys","labiosus","Large-lipped Crimson-nosed Rat"
411,"Mammalia","Rodentia","Cricetidae","Bibimys","torresi","Torres's Crimson-nosed Rat"
412,"Mammalia","Cetartiodactyla","Bovidae","Bison","bison","American Bison"
413,"Mammalia","Cetartiodactyla","Bovidae","Bison","bonasus","European Bison"
414,"Mammalia","Rodentia","Sciuridae","Biswamoyopterus","biswasi","Namdapha Flying Squirrel"
415,"Mammalia","Rodentia","Sciuridae","Biswamoyopterus","laoensis","Laotian Giant Flying Squirrel"
416,"Mammalia","Rodentia","Cricetidae","Blanfordimys","afghanus","Afghan Vole"
417,"Mammalia","Rodentia","Cricetidae","Blanfordimys","bucharensis","Bucharian Vole"
418,"Mammalia","Eulipotyphla","Soricidae","Blarina","brevicauda","Northern Short-tailed Shrew"
419,"Mammalia","Eulipotyphla","Soricidae","Blarina","carolinensis","Southern Short-tailed Shrew"
420,"Mammalia","Eulipotyphla","Soricidae","Blarina","hylophaga","Elliot's Short-tailed Shrew"
421,"Mammalia","Eulipotyphla","Soricidae","Blarinella","griselda","Indochinese Short-tailed Shrew"
422,"Mammalia","Eulipotyphla","Soricidae","Blarinella","quadraticauda","Asiatic Short-tailed Shrew"
423,"Mammalia","Eulipotyphla","Soricidae","Blarinella","wardi","Burmese Short-tailed Shrew"
424,"Mammalia","Rodentia","Cricetidae","Blarinomys","breviceps","Brazilian Shrew Mouse"
425,"Mammalia","Cetartiodactyla","Cervidae","Blastocerus","dichotomus","Marsh Deer"
426,"Mammalia","Rodentia","Echimyidae","Boromys","offella","Oriente Cave Rat"
427,"Mammalia","Rodentia","Echimyidae","Boromys","torrei","Torre's Cave Rat"
428,"Mammalia","Cetartiodactyla","Bovidae","Bos","gaurus","Gaur"
429,"Mammalia","Cetartiodactyla","Bovidae","Bos","javanicus","Banteng"
430,"Mammalia","Cetartiodactyla","Bovidae","Bos","mutus","Wild Yak"
431,"Mammalia","Cetartiodactyla","Bovidae","Bos","primigenius","Aurochs"
432,"Mammalia","Cetartiodactyla","Bovidae","Bos","sauveli","Kouprey"
433,"Mammalia","Cetartiodactyla","Bovidae","Boselaphus","tragocamelus","Nilgai"
434,"Mammalia","Rodentia","Muridae","Brachiones","przewalskii","Przewalski's Jird"
435,"Mammalia","Lagomorpha","Leporidae","Brachylagus","idahoensis","Pygmy Rabbit"
436,"Mammalia","Chiroptera","Phyllostomidae","Brachyphylla","cavernarum","Antillean Fruit-eating Bat"
437,"Mammalia","Chiroptera","Phyllostomidae","Brachyphylla","nana","Cuban Fruit-eating Bat"
438,"Mammalia","Rodentia","Nesomyidae","Brachytarsomys","albicauda","White-tailed Tree Rat"
439,"Mammalia","Rodentia","Nesomyidae","Brachytarsomys","villosa","Hairy-tailed Tree Rat"
440,"Mammalia","Primates","Atelidae","Brachyteles","arachnoides","Southern Muriqui"
441,"Mammalia","Primates","Atelidae","Brachyteles","hypoxanthus","Northern Muriqui"
17785,"Mammalia","Rodentia","Sciuridae","Eupetaurus",NA,NA
442,"Mammalia","Rodentia","Nesomyidae","Brachyuromys","betsileoensis","Betsileo Short-tailed Rat"
443,"Mammalia","Rodentia","Nesomyidae","Brachyuromys","ramirohitra","Gregarious Short-tailed Rat"
444,"Mammalia","Pilosa","Bradypodidae","Bradypus","pygmaeus","Pygmy Three-toed Sloth"
445,"Mammalia","Pilosa","Bradypodidae","Bradypus","torquatus","Maned Three-toed Sloth"
446,"Mammalia","Pilosa","Bradypodidae","Bradypus","tridactylus","Pale-throated Three-toed Sloth"
447,"Mammalia","Pilosa","Bradypodidae","Bradypus","variegatus","Brown-throated Sloth"
448,"Mammalia","Rodentia","Muridae","Brassomys","albidens","White-toothed Mouse"
449,"Mammalia","Rodentia","Echimyidae","Brotomys","voratus","Hispaniolan Edible Rat"
450,"Mammalia","Rodentia","Cricetidae","Brucepattersonius","griserufescens","Gray-bellied Akodont"
451,"Mammalia","Rodentia","Cricetidae","Brucepattersonius","guarani","Guaraní Akodont"
452,"Mammalia","Rodentia","Cricetidae","Brucepattersonius","igniventris","Red-bellied Akodont"
453,"Mammalia","Rodentia","Cricetidae","Brucepattersonius","iheringi","Ihering's Hocicudo"
454,"Mammalia","Rodentia","Cricetidae","Brucepattersonius","misionensis","Misiones Akodont"
455,"Mammalia","Rodentia","Cricetidae","Brucepattersonius","paradisus","Arroyo of Paradise Akodont"
456,"Mammalia","Rodentia","Cricetidae","Brucepattersonius","soricinus","Soricine Akodont"
457,"Mammalia","Cetartiodactyla","Bovidae","Bubalus","arnee","Wild Water Buffalo"
458,"Mammalia","Cetartiodactyla","Bovidae","Bubalus","depressicornis","Lowland Anoa"
459,"Mammalia","Cetartiodactyla","Bovidae","Bubalus","mindorensis","Tamaraw"
460,"Mammalia","Cetartiodactyla","Bovidae","Bubalus","quarlesi","Mountain Anoa"
461,"Mammalia","Cetartiodactyla","Bovidae","Budorcas","taxicolor","Takin"
462,"Mammalia","Rodentia","Muridae","Bullimus","bagobus","Mindanao Bullimus"
463,"Mammalia","Rodentia","Muridae","Bullimus","gamay","Camiguin Bullimus"
464,"Mammalia","Rodentia","Muridae","Bullimus","luzonicus","Luzon Bullimus"
465,"Mammalia","Lagomorpha","Leporidae","Bunolagus","monticularis","Riverine Rabbit"
466,"Mammalia","Rodentia","Muridae","Bunomys","andrewsi","Andrew's Bunomys"
467,"Mammalia","Rodentia","Muridae","Bunomys","chrysocomus","Common Bunomys"
468,"Mammalia","Rodentia","Muridae","Bunomys","coelestis","Lompobatang Bunomys"
469,"Mammalia","Rodentia","Muridae","Bunomys","fratrorum","Northeastern Peninsula Bunomys"
470,"Mammalia","Rodentia","Muridae","Bunomys","penitus","Montane Bunomys"
471,"Mammalia","Rodentia","Muridae","Bunomys","prolatus","Tambusisi Bunomys"
472,"Mammalia","Diprotodontia","Burramyidae","Burramys","parvus","Mountain Pygmy Possum"
473,"Mammalia","Cingulata","Chlamyphoridae","Cabassous","centralis","Northern Naked-tailed Armadillo"
474,"Mammalia","Cingulata","Chlamyphoridae","Cabassous","chacoensis","Chacoan Naked-tailed Armadillo"
475,"Mammalia","Cingulata","Chlamyphoridae","Cabassous","tatouay","Greater Naked-tailed Armadillo"
476,"Mammalia","Cingulata","Chlamyphoridae","Cabassous","unicinctus","Southern Naked-Tailed Armadillo"
477,"Mammalia","Primates","Pitheciidae","Cacajao","calvus","Bald-headed Uacari"
478,"Mammalia","Primates","Pitheciidae","Cacajao","hosomi","Black-headed Uacari"
479,"Mammalia","Paucituberculata","Caenolestidae","Caenolestes","caniventer","Gray-bellied Shrew Opossum"
480,"Mammalia","Paucituberculata","Caenolestidae","Caenolestes","condorensis","Andean Caenolestid"
481,"Mammalia","Paucituberculata","Caenolestidae","Caenolestes","convelatus","Blackish Shrew Opossum"
482,"Mammalia","Paucituberculata","Caenolestidae","Caenolestes","fuliginosus","Silky Shrew Opossum"
483,"Mammalia","Paucituberculata","Caenolestidae","Caenolestes","sangay",NA
484,"Mammalia","Afrosoricida","Chrysochloridae","Calcochloris","obtusirostris","Yellow Golden Mole"
485,"Mammalia","Afrosoricida","Chrysochloridae","Calcochloris","tytonis","Somali Golden Mole"
486,"Mammalia","Primates","Callitrichidae","Callibella","humilis","Black-crowned Dwarf Marmoset"
487,"Mammalia","Primates","Pitheciidae","Callicebus","barbarabrownae","Blond Titi Monkey"
488,"Mammalia","Primates","Pitheciidae","Callicebus","coimbrai","Coimbra-Filho's Titi Monkey"
489,"Mammalia","Primates","Pitheciidae","Callicebus","melanochir","Black-handed Titi"
490,"Mammalia","Primates","Pitheciidae","Callicebus","nigrifrons","Black-fronted Titi Monkey"
491,"Mammalia","Primates","Pitheciidae","Callicebus","personatus","Atlantic Titi"
492,"Mammalia","Primates","Callitrichidae","Callimico","goeldii","Goeldi's Monkey"
493,"Mammalia","Rodentia","Echimyidae","Callistomys","pictus","Painted Tree-rat"
494,"Mammalia","Primates","Callitrichidae","Callithrix","aurita","Buffy-tufted-ear Marmoset"
495,"Mammalia","Primates","Callitrichidae","Callithrix","flaviceps","Buffy-headed Marmoset"
496,"Mammalia","Primates","Callitrichidae","Callithrix","geoffroyi","Geoffroy's Tufted-ear Marmoset"
497,"Mammalia","Primates","Callitrichidae","Callithrix","jacchus","Common Marmoset"
498,"Mammalia","Primates","Callitrichidae","Callithrix","kuhlii","Wied's Marmoset"
499,"Mammalia","Primates","Callitrichidae","Callithrix","penicillata","Black-pencilled Marmoset"
500,"Mammalia","Carnivora","Otariidae","Callorhinus","ursinus","Northern Fur Seal"
501,"Mammalia","Rodentia","Sciuridae","Callosciurus","adamsi","Ear-spot Squirrel"
502,"Mammalia","Rodentia","Sciuridae","Callosciurus","albescens","Kloss's Squirrel"
503,"Mammalia","Rodentia","Sciuridae","Callosciurus","baluensis","Kinabalu Squirrel"
504,"Mammalia","Rodentia","Sciuridae","Callosciurus","caniceps","Grey-bellied Squirrel"
505,"Mammalia","Rodentia","Sciuridae","Callosciurus","erythraeus","Pallas's Squirrel"
506,"Mammalia","Rodentia","Sciuridae","Callosciurus","finlaysonii","Variable Squirrel"
507,"Mammalia","Rodentia","Sciuridae","Callosciurus","inornatus","Inornate Squirrel"
508,"Mammalia","Rodentia","Sciuridae","Callosciurus","melanogaster","Mentawai Squirrel"
509,"Mammalia","Rodentia","Sciuridae","Callosciurus","nigrovittatus","Black-striped Squirrel"
510,"Mammalia","Rodentia","Sciuridae","Callosciurus","notatus","Plantain Squirrel"
511,"Mammalia","Rodentia","Sciuridae","Callosciurus","orestes","Borneo Black-banded Squirrel"
512,"Mammalia","Rodentia","Sciuridae","Callosciurus","phayrei","Phayre's Squirrel"
513,"Mammalia","Rodentia","Sciuridae","Callosciurus","prevostii","Prevost's Squirrel"
514,"Mammalia","Rodentia","Sciuridae","Callosciurus","pygerythrus","Hoary-bellied Squirrel"
515,"Mammalia","Rodentia","Sciuridae","Callosciurus","quinquestriatus","Anderson's Squirrel"
516,"Mammalia","Rodentia","Sciuridae","Callospermophilus","lateralis","Golden Mantled Ground Squirrel"
517,"Mammalia","Rodentia","Sciuridae","Callospermophilus","madrensis","Sierra Madre Ground Squirrel"
518,"Mammalia","Rodentia","Sciuridae","Callospermophilus","saturatus","Cascade Golden-mantled Ground Squirrel"
519,"Mammalia","Rodentia","Cricetidae","Calomys","boliviae","Bolivian Vesper Mouse"
520,"Mammalia","Rodentia","Cricetidae","Calomys","callidus","Crafty Vesper Mouse"
521,"Mammalia","Rodentia","Cricetidae","Calomys","callosus","Large Vesper Mouse"
522,"Mammalia","Rodentia","Cricetidae","Calomys","expulsus","Rejected Vesper Mouse"
523,"Mammalia","Rodentia","Cricetidae","Calomys","fecundus",NA
